InteractorA	InteractorB	Sources	CrossConfidence	StandardConfidence	PublicationCount	Publications
P63104	Q6WCQ1	"mint, intact"	2	2	2	"15161933, 28514442"
P63104	Q71U36	"mint, intact"	2	2	2	"15324660, 27291054"
P63104	Q75N03	mint	2	2	1	15161933
P63104	Q7KZI7	"intact, mint, Biogrid, Hprd"	1	1	6	"14676191, 15324659, 15161933, 16306228, 28514442, 11257119"
P63104	Q7Z3C6	"intact, Biogrid"	2	2	2	"28514442, 25770209"
P63104	Q7Z6B7	"mint, intact"	2	2	2	"15161933, 28514442"
P63104	Q86UR1	mint	2	2	1	17913709
P63104	Q86VP6	mint	2	2	1	15161933
P63104	Q86W92	"mint, Biogrid"	2	2	2	"15161933, 25770209"
P63104	Q86YV0	Biogrid	1	1	1	20936779
P63104	Q8IVT5	"intact, Hprd"	2	2	3	"28514442, 9115393, 9858547"
P63104	Q8IX03	mint	2	2	1	15161933
P63104	Q8N142	mint	2	2	1	15161933
P63104	Q8N3V7	Biogrid	1	1	1	20936779
P63104	Q8N4T0	intact	2	2	1	30021884
P63104	Q8NDZ2	Biogrid	1	1	1	20936779
P63104	Q8TEW0	"intact, mint, Biogrid, Hprd"	2	2	3	"14676191, 15161933, 28514442"
P63104	Q8WWI1	mint	2	2	1	15161933
P63104	Q8WYL5	"mint, intact, Biogrid"	2	2	3	"19371722, 28514442, 27432908"
P63104	Q92598	mint	2	2	1	15161933
P63104	Q92616	mint	2	2	1	15161933
P63104	Q92628	Biogrid	1	1	1	20936779
P63104	Q92900	mint	2	2	1	15161933
P63104	Q92905	Biogrid	1	1	2	"20936779, 21145461"
P63104	Q92934	"mint, intact, Biogrid, Hprd"	1	1	11	"19667065, 11526496, 21988832, 28514442, 11410287, 20936779, 21076048, 11697890, 19427857, 25770209, 17389761"
P63104	Q96IF1	Biogrid	2	2	1	15778465
P63104	Q96P16	"intact, Biogrid"	1	1	1	21988832
P63104	Q96TC7	Biogrid	1	1	1	20936779
P63104	Q99550	Biogrid	1	1	1	20936779
P63104	Q99759	"intact, Hprd"	2	2	2	"14743216, 28514442"
P63104	Q99832	mint	2	2	1	15161933
P63104	Q99959	mint	2	2	1	12941695
P63104	Q99961	"mint, Biogrid"	1	1	1	21900206
P63104	Q9BSJ8	mint	2	2	1	15161933
P63104	Q9BSL1	intact	2	2	1	31413325
P63104	Q9BY11	intact	2	2	1	31413325
P63104	Q9BYG5	Hprd	2	2	1	14676191
P63104	Q9BZ23	mint	2	2	1	15161933
P63104	Q9GZV5	"mint, Biogrid"	1	1	2	"11118213, 20936779"
P63104	Q9H0B6	"mint, intact, Hprd"	2	2	3	"15324660, 15161933, 28514442"
P63104	Q9H7Z6	Biogrid	2	2	1	19766566
P63104	Q9HBL0	Biogrid	1	1	1	20936779
P63104	Q9HC77	"Biogrid, Hprd"	1	1	2	"20936779, 16516142"
P63104	Q9HCI7	Biogrid	1	1	1	20936779
P63104	Q9NPI6	mint	2	2	1	15161933
P63104	Q9NRM7	Biogrid	1	1	1	28628118
P63104	Q9NSI8	Biogrid	1	1	1	20478393
P63104	Q9NX09	"mint, Biogrid"	2	2	2	"18198340, 22001647"
P63104	Q9NYF5	Biogrid	1	1	1	20936779
P63104	Q9P0N9	Biogrid	1	1	1	30143532
P63104	Q9P2J5	mint	2	2	1	15161933
P63104	Q9UHB6	mint	2	2	1	15161933
P63104	Q9UHK0	mint	2	2	1	15161933
P63104	Q9UK53	"mint, Biogrid, Hprd"	1	1	1	16581770
P63104	Q9UKV0	Biogrid	1	1	1	20936779
P63104	Q9UMS6	Biogrid	1	1	1	20936779
P63104	Q9UPN4	Biogrid	1	1	1	26616734
P63104	Q9Y2D8	"intact, Biogrid"	1	1	1	21988832
P63104	Q9Y3S1	Biogrid	1	1	1	20936779
P63104	Q9Y4F9	Biogrid	1	1	2	"20936779, 24687993"
P63104	Q9Y4G8	mint	2	2	1	15161933
P63104	Q9Y4H2	"mint, intact, Biogrid, Hprd"	2	2	4	"15161933, 26496610, 28514442, 9312143"
P63104	Q9Y613	Biogrid	1	1	1	20936779
P63104	Q9Y6K8	intact	2	2	1	16959763
P63104	Q9Y6K9	intact	2	2	1	14743216
P63104	Q9Y6X8	Biogrid	2	2	1	16968750
P78362	A0PJZ3	Biogrid	1	1	1	26167880
P78362	A6NC98	Biogrid	1	1	1	26167880
P78362	A6NHR9	Biogrid	1	1	1	26167880
P78362	O00488	Biogrid	1	1	1	26167880
P78362	O00571	Biogrid	1	1	1	26167880
P78362	O14498	Biogrid	1	1	1	26167880
P78362	O14526	Biogrid	1	1	1	26167880
P78362	O14610	Biogrid	1	1	1	26167880
P78362	O14798	"intact, Biogrid"	1	1	1	23602568
P78362	O14936	"intact, Biogrid"	1	1	1	23602568
P78362	O15111	"intact, Biogrid"	1	1	1	23602568
P78362	O15143	"intact, Biogrid"	1	1	1	23602568
P78362	O43290	Biogrid	1	1	1	26167880
P78362	O43309	intact	1	1	1	unassigned1304
P78362	O43719	Biogrid	1	1	1	26167880
P78362	O43768	Biogrid	1	1	1	26167880
P78362	O43865	"intact, Biogrid"	1	1	1	23602568
P78362	O60292	Biogrid	1	1	1	26167880
P78362	O60293	Biogrid	1	1	1	26167880
P78362	O60814	Biogrid	1	1	1	26167880
P78362	O75122	Biogrid	1	1	1	26167880
P78362	O75426	Biogrid	1	1	1	26167880
P78362	O75494	intact	1	1	1	23602568
P78362	O75530	Biogrid	1	1	1	26167880
P78362	O75592	Biogrid	1	1	1	26167880
P78362	O75900	Biogrid	1	1	1	26167880
P78362	O75920	intact	1	1	1	23602568
P78362	O75937	"intact, Biogrid"	1	1	1	23602568
P78362	O76021	Biogrid	1	1	1	26167880
P78362	O94913	Biogrid	1	1	1	26167880
P78362	O95166	"intact, Biogrid"	1	1	1	23602568
P78362	O95218	"intact, Biogrid"	1	1	1	23602568
P78362	O95232	"intact, Biogrid"	1	1	2	"23602568, 12565863"
P78362	O95238	Biogrid	1	1	1	26167880
P78362	O95278	Biogrid	1	1	1	26167880
P78362	O95466	Biogrid	1	1	1	26167880
P78362	O95470	Biogrid	1	1	1	26167880
P78362	O95544	Biogrid	1	1	1	26167880
P78362	O95551	"intact, Biogrid"	1	1	1	23602568
P78362	O95817	Biogrid	1	1	1	26167880
P78362	O96017	Biogrid	1	1	1	26167880
P78362	P02545	Biogrid	1	1	1	26167880
P78362	P04075	Biogrid	1	1	1	26167880
P78362	P04424	Biogrid	1	1	1	26167880
P78362	P05155	Biogrid	1	1	1	26167880
P78362	P05186	Biogrid	1	1	1	26167880
P78362	P05204	Biogrid	1	1	1	26167880
P78362	P05387	Biogrid	1	1	1	26167880
P78362	P06746	"intact, Biogrid"	1	1	1	23602568
P78362	P07864	Biogrid	1	1	1	26167880
P78362	P07910	"intact, Biogrid"	1	1	2	"23602568, 26167880"
P78362	P09651	Biogrid	1	1	1	26167880
P78362	P10599	Biogrid	1	1	1	26167880
P78362	P10909	Biogrid	1	1	1	26167880
P78362	P10912	Biogrid	1	1	1	26167880
P78362	P11387	Biogrid	1	1	1	26167880
P78362	P12259	Biogrid	1	1	1	26167880
P78362	P12931	Biogrid	1	1	1	26167880
P78362	P13010	Biogrid	1	1	1	26167880
P78362	P15822	Biogrid	1	1	1	26167880
P78362	P16989	Biogrid	1	1	1	26167880
P78362	P17096	Biogrid	1	1	1	26167880
P78362	P17509	intact	1	1	1	unassigned1304
P78362	P18583	"intact, Biogrid"	1	1	2	"23602568, 26167880"
P78362	P19338	Biogrid	1	1	1	26167880
P78362	P20700	Biogrid	1	1	1	26167880
P78362	P21741	"intact, Biogrid"	1	1	1	23602568
P78362	P21860	Biogrid	1	1	1	26167880
P78362	P22607	Biogrid	1	1	1	26167880
P78362	P23588	Biogrid	1	1	1	26167880
P78362	P26373	Biogrid	1	1	1	26167880
P78362	P26447	Biogrid	1	1	1	26167880
P78362	P26599	"intact, Biogrid"	1	1	1	23602568
P78362	P27695	"intact, Biogrid"	1	1	1	23602568
P78362	P27816	Biogrid	1	1	1	26167880
P78362	P29083	"intact, Biogrid"	1	1	1	23602568
P78362	P30532	intact	1	1	1	23602568
P78362	P30626	"intact, Biogrid"	1	1	1	23602568
P78362	P31946	"mint, intact, Biogrid"	1	1	2	"19592491, 23602568"
P78362	P38159	Biogrid	1	1	1	26167880
P78362	P38432	intact	1	1	1	unassigned1304
P78362	P38435	Biogrid	1	1	1	26167880
P78362	P42166	Biogrid	1	1	1	26167880
P78362	P42167	Biogrid	1	1	1	26167880
P78362	P43243	Biogrid	1	1	1	26167880
P78362	P48634	Biogrid	1	1	1	26167880
P78362	P49207	Biogrid	1	1	1	26167880
P78362	P49759	"intact, Biogrid"	1	1	1	23602568
P78362	P49760	"intact, Biogrid"	1	1	2	"25416956, 21516116"
P78362	P49761	"intact, Biogrid"	1	1	2	"23602568, 25416956"
P78362	P50613	"intact, Biogrid"	1	1	1	23602568
P78362	P51114	intact	1	1	1	unassigned1304
P78362	P51116	"intact, Biogrid"	1	1	2	"25416956, 26167880"
P78362	P51800	Biogrid	1	1	1	26167880
P78362	P51991	Biogrid	1	1	1	26167880
P78362	P52732	Biogrid	1	1	1	26167880
P78362	P52735	"intact, Biogrid"	1	1	1	18654987
P78362	P52738	Biogrid	1	1	1	26167880
P78362	P55327	"intact, Biogrid"	1	1	1	23602568
P78362	P56182	Biogrid	1	1	1	26167880
P78362	P57060	"intact, Biogrid"	1	1	1	23602568
P78362	P60709	Biogrid	1	1	1	26167880
P78362	P61236	"intact, Biogrid"	1	1	1	23602568
P78362	P61328	"intact, Biogrid"	1	1	1	23602568
P78362	P61927	Biogrid	1	1	1	26167880
P78362	P61978	Biogrid	1	1	1	26167880
P78362	P62854	Biogrid	1	1	1	26167880
P78362	P62945	"intact, Biogrid"	1	1	1	23602568
P78362	P63162	Biogrid	1	1	1	23602568
P78362	P63261	Biogrid	1	1	1	26167880
P78362	P63313	Biogrid	1	1	1	26167880
P78362	P68363	Biogrid	1	1	1	26167880
P78362	P78317	"intact, Biogrid"	1	1	1	23602568
P78362	P78549	Biogrid	1	1	1	26167880
P78362	P82912	intact	1	1	1	23602568
P78362	P84103	"intact, Biogrid"	1	1	3	"23602568, 9472028, 26167880"
P78362	P86480	intact	1	1	1	unassigned1304
P78362	Q01130	"intact, Biogrid"	1	1	3	"23602568, 9472028, 19592491"
P78362	Q04637	Biogrid	1	1	1	26167880
P78362	Q04727	Biogrid	1	1	1	23602568
P78362	Q05519	"intact, Biogrid"	1	1	2	"unassigned1304, 26167880"
P78362	Q07666	Biogrid	1	1	1	26167880
P78362	Q07955	"intact, Biogrid, Hprd"	1	1	4	"23602568, 9472028, 12565863, 10196197"
P78362	Q08AF3	Biogrid	1	1	1	26167880
P78362	Q08AM6	Biogrid	1	1	1	26167880
P78362	Q08AN1	Biogrid	1	1	1	26167880
P78362	Q0PNE2	Biogrid	1	1	1	26167880
P78362	Q12802	Biogrid	1	1	1	26167880
P78362	Q12955	Biogrid	1	1	1	26167880
P78362	Q12965	Biogrid	1	1	1	26167880
P78362	Q13131	"intact, Biogrid"	1	1	1	23602568
P78362	Q13183	Biogrid	1	1	1	26167880
P78362	Q13242	"intact, Biogrid"	1	1	1	23602568
P78362	Q13243	"intact, Biogrid"	1	1	2	"23602568, 9472028"
P78362	Q13247	"intact, Biogrid"	1	1	3	"23602568, 9472028, 26167880"
P78362	Q13310	"intact, Biogrid"	1	1	1	23602568
P78362	Q13325	"intact, Biogrid"	1	1	1	23602568
P78362	Q13368	"intact, Biogrid"	1	1	1	23602568
P78362	Q13428	"intact, Biogrid"	1	1	1	23602568
P78362	Q13523	"intact, Biogrid"	1	1	2	"23602568, 26167880"
P78362	Q13838	"intact, Biogrid"	1	1	2	"23602568, 26167880"
P78362	Q13972	Biogrid	1	1	1	26167880
P78362	Q14004	Biogrid	1	1	2	"23602568, 26167880"
P78362	Q14152	Biogrid	1	1	1	26167880
P78362	Q14244	Biogrid	1	1	1	26167880
P78362	Q14498	"mint, intact, Biogrid"	1	1	4	"22365833, 23602568, 25416956, 26167880"
P78362	Q14562	"intact, Biogrid"	1	1	2	"23602568, 26186194"
P78362	Q14576	Biogrid	1	1	1	26167880
P78362	Q14588	Biogrid	1	1	1	26167880
P78362	Q14669	Biogrid	1	1	1	26167880
P78362	Q14676	Biogrid	1	1	1	26167880
P78362	Q14684	Biogrid	1	1	1	26167880
P78362	Q14687	Biogrid	1	1	1	26167880
P78362	Q14728	Biogrid	1	1	1	26167880
P78362	Q14739	Biogrid	1	1	1	26167880
P78362	Q14919	"intact, Biogrid"	1	1	1	23602568
P78362	Q14978	Biogrid	1	1	1	26167880
P78362	Q15034	Biogrid	1	1	1	26167880
P78362	Q15276	Biogrid	1	1	1	26167880
P78362	Q15287	"intact, mint, Biogrid"	1	1	4	"17353931, 22365833, unassigned1304, 25416956"
P78362	Q15365	"intact, Biogrid"	1	1	2	"23602568, 26167880"
P78362	Q15424	Biogrid	1	1	1	26167880
P78362	Q15437	"intact, Biogrid"	1	1	1	23602568
P78362	Q15652	Biogrid	1	1	1	26167880
P78362	Q15691	Biogrid	1	1	1	26167880
P78362	Q15696	"intact, Biogrid"	1	1	5	"23602568, 25416956, unassigned1304, 28514442, 26186194"
P78362	Q16206	"intact, Biogrid"	1	1	1	23602568
P78362	Q16629	"intact, Biogrid"	1	1	1	23602568
P78362	Q16644	Biogrid	1	1	1	26167880
P78362	Q3KQU3	Biogrid	1	1	1	26167880
P78362	Q504U0	"intact, Biogrid"	1	1	1	23602568
P78362	Q52WX2	Biogrid	1	1	1	26167880
P78362	Q53GS9	Biogrid	1	1	1	26167880
P78362	Q58EX2	Biogrid	1	1	1	26167880
P78362	Q5C9Z4	intact	1	1	1	unassigned1304
P78362	Q5HYJ3	"intact, Biogrid"	1	1	1	23602568
P78362	Q5JSZ5	Biogrid	1	1	1	26167880
P78362	Q5JTC6	Biogrid	1	1	1	26167880
P78362	Q5JXX5	Biogrid	1	1	1	26167880
P78362	Q5QP82	Biogrid	1	1	1	26167880
P78362	Q5SQI0	"intact, Biogrid"	1	1	1	23602568
P78362	Q5SW79	Biogrid	1	1	1	26167880
P78362	Q5T200	Biogrid	1	1	1	26167880
P78362	Q5T4S7	Biogrid	1	1	1	26167880
P78362	Q5T5Y3	Biogrid	1	1	1	26167880
P78362	Q5TH69	Biogrid	1	1	1	26167880
P78362	Q5VTL8	Biogrid	1	1	1	26167880
P78362	Q5VZL5	Biogrid	1	1	1	26167880
P78362	Q5W0B1	Biogrid	1	1	1	26167880
P78362	Q63ZY3	Biogrid	1	1	1	26167880
P78362	Q66K74	Biogrid	1	1	1	26167880
P78362	Q68CZ2	Biogrid	1	1	1	26167880
P78362	Q6NXP0	Biogrid	1	1	1	26167880
P78362	Q6NZ67	Biogrid	1	1	1	26167880
P78362	Q6P0Q8	Biogrid	1	1	1	26167880
P78362	Q6P280	Biogrid	1	1	1	26167880
P78362	Q6P589	Biogrid	1	1	1	26167880
P78362	Q6PB30	"intact, Biogrid"	1	1	1	23602568
P78362	Q6UN15	Biogrid	1	1	1	26167880
P78362	Q6UUV9	Biogrid	1	1	1	26167880
P78362	Q6UWF7	Biogrid	1	1	1	26167880
P78362	Q6ZMR5	Biogrid	1	1	1	26167880
P78362	Q7L014	"mint, intact, Biogrid"	1	1	3	"22365833, 23602568, 26167880"
P78362	Q7L4I2	"intact, Biogrid"	1	1	1	23602568
P78362	Q7LG56	Biogrid	1	1	1	26167880
P78362	Q7Z442	Biogrid	1	1	1	26167880
P78362	Q7Z460	Biogrid	1	1	1	26167880
P78362	Q7Z6W7	intact	1	1	1	23602568
P78362	Q86SE8	"intact, Biogrid"	1	1	1	23602568
P78362	Q86U06	"mint, intact, Biogrid"	1	1	2	"22365833, 23602568"
P78362	Q86U90	Biogrid	1	1	1	26167880
P78362	Q86UP3	Biogrid	1	1	1	26167880
P78362	Q86UU0	Biogrid	1	1	1	26167880
P78362	Q86UU1	Biogrid	1	1	1	26167880
P78362	Q86UW7	Biogrid	1	1	1	26167880
P78362	Q86VM9	Biogrid	1	1	1	26167880
P78362	Q86VP6	"intact, Biogrid"	1	1	1	23602568
P78362	Q86VQ0	"intact, Biogrid"	1	1	1	23602568
P78362	Q86WJ1	Biogrid	1	1	1	26167880
P78362	Q86YD7	"intact, Biogrid"	1	1	1	23602568
P78362	Q8IUD2	Biogrid	1	1	1	26167880
P78362	Q8IUG5	Biogrid	1	1	1	26167880
P78362	Q8IW41	"intact, Biogrid"	1	1	1	23602568
P78362	Q8IWJ2	Biogrid	1	1	1	26167880
P78362	Q8IWP9	"intact, Biogrid"	1	1	1	23602568
P78362	Q8IWS0	Biogrid	1	1	1	26167880
P78362	Q8IWW6	"intact, Biogrid"	1	1	1	23602568
P78362	Q8IYB3	"intact, Biogrid"	1	1	2	"23602568, 26167880"
P78362	Q8IYL3	intact	1	1	1	23602568
P78362	Q8IZ02	Biogrid	1	1	1	26167880
P78362	Q8IZD9	Biogrid	1	1	1	26167880
P78362	Q8IZF4	"intact, Biogrid"	1	1	1	23602568
P78362	Q8N136	"intact, Biogrid"	1	1	1	23602568
P78362	Q8N1N4	Biogrid	1	1	1	26167880
P78362	Q8N283	Biogrid	1	1	1	26167880
P78362	Q8N2M8	"intact, Biogrid"	1	1	2	"23602568, 26167880"
P78362	Q8N2R8	Biogrid	1	1	1	26167880
P78362	Q8N5F7	Biogrid	1	1	1	26167880
P78362	Q8N5G2	Biogrid	1	1	1	26167880
P78362	Q8N684	Biogrid	1	1	1	26167880
P78362	Q8N6F1	"intact, Biogrid"	1	1	1	23602568
P78362	Q8N7C0	Biogrid	1	1	1	26167880
P78362	Q8NDT2	Biogrid	1	1	1	26167880
P78362	Q8NEJ9	Biogrid	1	1	1	26167880
P78362	Q8NEY8	Biogrid	1	1	1	26167880
P78362	Q8NFT6	"intact, Biogrid"	1	1	1	23602568
P78362	Q8TD10	Biogrid	1	1	1	26167880
P78362	Q8TE60	Biogrid	1	1	1	26167880
P78362	Q8TE67	"intact, Biogrid"	1	1	1	23602568
P78362	Q8TE68	Biogrid	1	1	1	26167880
P78362	Q8TF01	Biogrid	1	1	1	26167880
P78362	Q8WTQ4	"intact, Biogrid"	1	1	1	23602568
P78362	Q8WUF5	Biogrid	1	1	1	26167880
P78362	Q8WWH5	intact	1	1	1	23602568
P78362	Q8WWI1	Biogrid	1	1	1	26167880
P78362	Q8WX93	Biogrid	1	1	1	26167880
P78362	Q8WXA9	"intact, Biogrid"	1	1	1	23602568
P78362	Q8WY64	Biogrid	1	1	1	26167880
P78362	Q8WYA6	"mint, Biogrid"	1	1	1	22365833
P78362	Q92538	Biogrid	1	1	1	26167880
P78362	Q92541	"intact, Biogrid"	1	1	1	23602568
P78362	Q92610	Biogrid	1	1	1	26167880
P78362	Q92963	"intact, Biogrid"	1	1	1	23602568
P78362	Q96AX9	Biogrid	1	1	1	26167880
P78362	Q96CN4	"intact, Biogrid"	1	1	1	23602568
P78362	Q96EG1	Biogrid	1	1	1	26167880
P78362	Q96IZ7	"intact, Biogrid"	1	1	1	23602568
P78362	Q96JE7	Biogrid	1	1	1	26167880
P78362	Q96JP5	Biogrid	1	1	1	26167880
P78362	Q96KS0	"intact, Biogrid"	1	1	1	23602568
P78362	Q96MN5	Biogrid	1	1	1	26167880
P78362	Q96MU7	"intact, Biogrid"	1	1	1	23602568
P78362	Q96N03	Biogrid	1	1	1	26167880
P78362	Q96S15	Biogrid	1	1	1	26167880
P78362	Q96T37	"intact, Biogrid"	1	1	2	"23602568, 26167880"
P78362	Q96T58	Biogrid	1	1	1	26167880
P78362	Q99986	"intact, Biogrid"	1	1	1	23602568
P78362	Q9BQ39	"intact, Biogrid"	1	1	2	"23602568, 26167880"
P78362	Q9BQE4	"intact, Biogrid"	1	1	1	23602568
P78362	Q9BRD0	Biogrid	1	1	1	26167880
P78362	Q9BRL6	"intact, Biogrid"	1	1	2	"23602568, unassigned1304"
P78362	Q9BSQ5	"intact, Biogrid"	1	1	1	23602568
P78362	Q9BTC0	"intact, Biogrid"	1	1	2	"23602568, 26167880"
P78362	Q9BU76	"intact, Biogrid"	1	1	1	23602568
P78362	Q9BW71	"intact, Biogrid"	1	1	1	23602568
P78362	Q9BX26	Biogrid	1	1	1	26167880
P78362	Q9BXL7	Biogrid	1	1	1	26167880
P78362	Q9BXS5	Biogrid	1	1	1	26167880
P78362	Q9BY77	Biogrid	1	1	1	26167880
P78362	Q9BYN0	Biogrid	1	1	1	26167880
P78362	Q9BZE4	Biogrid	1	1	1	26167880
P78362	Q9BZI7	Biogrid	1	1	1	26167880
P78362	Q9C0B5	Biogrid	1	1	1	26167880
P78362	Q9C0G6	Biogrid	1	1	1	26167880
P78362	Q9H2J4	Biogrid	1	1	1	26167880
P78362	Q9H2S1	"intact, Biogrid"	1	1	1	23602568
P78362	Q9H307	"intact, Biogrid"	1	1	2	"23602568, 26167880"
P78362	Q9H329	Biogrid	1	1	1	26167880
P78362	Q9H3Q1	"intact, Biogrid"	1	1	1	23602568
P78362	Q9H4G0	"intact, Biogrid"	1	1	1	23602568
P78362	Q9H6F5	Biogrid	1	1	1	26167880
P78362	Q9H6S0	Biogrid	1	1	1	26167880
P78362	Q9H799	Biogrid	1	1	1	26167880
P78362	Q9H7N4	Biogrid	1	1	1	26167880
P78362	Q9H898	"intact, Biogrid"	1	1	1	23602568
P78362	Q9H8V3	Biogrid	1	1	1	26167880
P78362	Q9HAU0	Biogrid	1	1	1	26167880
P78362	Q9HBX9	Biogrid	1	1	1	26167880
P78362	Q9HC10	Biogrid	1	1	1	26167880
P78362	Q9NP64	Biogrid	1	1	1	26167880
P78362	Q9NQ29	"intact, Biogrid"	1	1	4	"23602568, 28514442, 26186194, 26167880"
P78362	Q9NR30	"intact, Biogrid"	1	1	2	"23602568, 26167880"
P78362	Q9NRL2	Biogrid	1	1	1	26167880
P78362	Q9NRW3	"intact, Biogrid"	1	1	1	23602568
P78362	Q9NSC5	"intact, Biogrid"	1	1	1	23602568
P78362	Q9NTU7	"intact, Biogrid"	1	1	1	23602568
P78362	Q9NW82	Biogrid	1	1	1	26167880
P78362	Q9NWH9	Biogrid	1	1	1	26167880
P78362	Q9NXX6	"intact, Biogrid"	1	1	1	23602568
P78362	Q9NYC9	Biogrid	1	1	1	26167880
P78362	Q9NYF8	"intact, Biogrid"	1	1	2	"23602568, 26167880"
P78362	Q9NYL2	Biogrid	1	1	1	26167880
P78362	Q9NYV4	Biogrid	1	1	1	26167880
P78362	Q9NZA1	intact	1	1	1	23602568
P78362	Q9NZM5	Biogrid	1	1	1	26167880
P78362	Q9P127	"intact, Biogrid"	1	1	1	25416956
P78362	Q9P1Z2	Biogrid	1	1	1	26167880
P78362	Q9P270	"intact, Biogrid"	1	1	1	23602568
P78362	Q9P275	Biogrid	1	1	1	26167880
P78362	Q9P2R3	Biogrid	1	1	1	26167880
P78362	Q9P2U8	Biogrid	1	1	1	26167880
P78362	Q9UBU9	Biogrid	1	1	1	26167880
P78362	Q9UDY2	"intact, Biogrid"	1	1	2	"23602568, 26167880"
P78362	Q9UGU5	Biogrid	1	1	1	26167880
P78362	Q9UJ70	Biogrid	1	1	1	26167880
P78362	Q9UKX7	"intact, Biogrid"	1	1	1	23602568
P78362	Q9ULN7	Biogrid	1	1	1	26167880
P78362	Q9UNM6	Biogrid	1	1	1	26167880
P78362	Q9UPN3	Biogrid	1	1	1	26167880
P78362	Q9UQ35	"intact, Biogrid"	1	1	2	"23602568, 26167880"
P78362	Q9UQB8	"intact, Biogrid"	1	1	1	23602568
P78362	Q9Y295	"intact, Biogrid"	1	1	1	23602568
P78362	Q9Y2R2	Biogrid	1	1	1	26167880
P78362	Q9Y2V2	Biogrid	1	1	1	26167880
P78362	Q9Y383	"intact, Biogrid"	1	1	3	"23602568, 28514442, 26186194"
P78362	Q9Y3C1	"intact, Biogrid"	1	1	1	23602568
P78362	Q9Y4B5	Biogrid	1	1	1	26167880
P78362	Q9Y4C8	Biogrid	1	1	1	26167880
P78362	Q9Y4F4	Biogrid	1	1	1	26167880
P78362	Q9Y4H2	Biogrid	1	1	1	26167880
P78362	Q9Y520	Biogrid	1	1	1	26167880
P78362	Q9Y572	Biogrid	1	1	1	26167880
P78362	Q9Y586	"intact, Biogrid"	1	1	1	23602568
P78362	Q9Y5B9	"intact, Biogrid"	1	1	1	23602568
P78362	Q9Y5S9	"intact, Biogrid"	1	1	1	23602568
P78362	Q9Y675	"intact, Biogrid"	1	1	1	23602568
Q03001	O00161	intact	1	1	1	26359495
Q03001	O60239	"intact, Biogrid"	1	1	2	"31413325, 17043677"
Q03001	P02533	Hprd	1	1	1	12802069
Q03001	P0C862	intact	2	2	1	23414517
Q03001	P13647	Hprd	1	1	1	12802069
Q03001	P15121	intact	2	2	1	17353931
Q03001	P16144	"Biogrid, Hprd"	1	1	2	"10637308, 14668477"
Q03001	P25054	"intact, Biogrid"	1	1	1	20936779
Q03001	P61764	intact	2	2	1	31413325
Q03001	Q13177	"intact, Biogrid"	1	1	1	20936779
Q03001	Q13951	intact	2	2	1	20195357
Q03001	Q13952	"intact, Biogrid"	1	1	1	20936779
Q03001	Q14203	"Biogrid, Hprd"	1	1	1	14581450
Q03001	Q14324	intact	2	2	1	23414517
Q03001	Q15287	intact	2	2	1	17353931
Q03001	Q15691	"intact, Biogrid"	1	1	6	"19632184, 26496610, 28514442, 26186194, 22696216, 29162697"
Q03001	Q8N3C7	intact	2	2	1	23414517
Q03001	Q8TDR0	"intact, Biogrid"	1	1	2	"17043677, 31413325"
Q03001	Q96AC1	intact	2	2	1	31413325
Q03001	Q96BS2	intact	2	2	1	31413325
Q03001	Q96CV9	intact	2	2	1	23414517
Q03001	Q96MT8	"intact, Biogrid"	1	1	2	"31413325, 17043677"
Q03001	Q96RT1	"Biogrid, Hprd"	1	1	1	11375975
Q03001	Q99459	"intact, Biogrid"	1	1	2	"31413325, 17043677"
Q03001	Q9BY11	intact	2	2	1	31413325
Q03001	Q9HCM3	"intact, Biogrid, Hprd"	1	1	1	12421765
Q03001	Q9NV70	"intact, Biogrid"	1	1	2	"17043677, 31413325"
Q03001	Q9NYQ7	"intact, Biogrid, Hprd"	1	1	1	12421765
Q03001	Q9UKE5	"intact, Biogrid"	1	1	2	"17043677, 31413325"
Q09472	O00327	Biogrid	1	1	1	14645221
Q09472	O14576	Biogrid	2	2	1	23133622
Q09472	O15047	"intact, Biogrid"	1	1	1	23870121
Q09472	O15105	"intact, Biogrid, Hprd"	1	1	2	"25303530, 12408818"
Q09472	O15111	Biogrid	2	2	1	19838210
Q09472	O15379	Biogrid	1	1	3	"19279113, 17158926, 18542060"
Q09472	O15516	Biogrid	1	1	1	14645221
Q09472	O43186	"Biogrid, Hprd"	1	1	1	10708567
Q09472	O43463	Hprd	2	2	1	11252719
Q09472	O43474	Biogrid	1	1	4	"17908689, 21252119, 20711222, 21482710"
Q09472	O60315	Biogrid	2	2	1	22365546
Q09472	O60318	"intact, Biogrid"	1	1	1	21988832
Q09472	O60563	mint	1	1	1	19387490
Q09472	O75030	"Biogrid, Hprd"	2	2	1	9660747
Q09472	O75444	"Biogrid, Hprd"	1	1	1	11943779
Q09472	O75469	Biogrid	1	1	1	26855179
Q09472	O75925	Biogrid	1	1	1	27032383
Q09472	O75934	"intact, Biogrid"	1	1	1	21988832
Q09472	O94761	Biogrid	1	1	1	19299466
Q09472	O95359	"Biogrid, Hprd"	2	2	1	14767476
Q09472	O95600	Biogrid	2	2	1	20107328
Q09472	O95628	"intact, Biogrid"	1	1	1	21988832
Q09472	O95644	"Biogrid, Hprd"	1	1	3	"21413932, 15117818, 27637333"
Q09472	P01100	"intact, Biogrid"	1	1	4	"24069158, 21937452, 19064921, 11287611"
